Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
FONTAINE LE PORT;87682427;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;16
FONTAINEBLEAU AVON;87682211;JOB;2017;2017-03-07;R;R;Avant 6h;40
FONTAINEBLEAU AVON;87682211;Samedi;2017;2017-03-11;R;R;De 10h à 16h;1063
HERICY;87682435;Samedi;2017;2017-03-11;R;R;De 10h à 16h;20
LIVRY SUR SEINE;87682401;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;12
MORET VENEUX LES SABLONS;87682278;Samedi;2017;2017-03-11;R;R;Avant 6h;8
PARIS GARE DE LYON;87686030;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;862
THOMERY;87682252;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;11
VERNOU SUR SEINE;87682468;JOB;2017;2017-03-07;R;R;Avant 6h;3
EPINAY TRAM 11 EXPRESS;87697292;Samedi;2017;2017-12-02;T11;T11;De 10h à 16h;846
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Samedi;2017;2017-12-02;T11;T11;De 6h à 10h;189
STAINS LA CERISAIE TRAM 11 EXPRESS;87697334;JOB;2017;2017-11-28;T11;T11;De 6h à 10h;520
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;106
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;JOB;2015;2015-10-06;T4;T4;De 16h à 20h;359
BONDY;87113407;JOB;2015;2015-10-15;T4;T4;De 6h à 10h;912
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;De 10h à 16h;1616
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;1539
L'ABBAYE;87113886;JOB;2015;2015-10-06;T4;T4;Avant 6h;37
REMISE A JORELLE;87988709;Samedi;2015;2015-10-03;T4;T4;De 10h à 16h;330
CHAVILLE RIVE DROITE;87382333;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;9
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-15;U;U;De 6h à 10h;648
CHAVILLE RIVE DROITE;87382333;Samedi;2016;2016-03-12;U;U;De 16h à 20h;97
LA VERRIERE;87393256;Samedi;2016;2016-03-12;U;U;Après 20h;92
SAINT-CYR;87393223;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;277
SAINT-CYR;87393223;Samedi;2016;2016-03-12;U;U;De 16h à 20h;281
TRAPPES;87393835;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;262
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;De 6h à 10h;113
ACHERES GRAND CORMIER;87386052;Samedi;2014;2014-05-17;A;A;Avant 6h;4
ACHERES GRAND CORMIER;87386052;Samedi;2014;2014-05-17;A;A;De 16h à 20h;46
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;A;A;Après 20h;289
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014;2014-05-17;A;A;Avant 6h;65
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;De 6h à 10h;6717
NEUVILLE UNIVERSITE;87334482;JOB;2018;2018-03-27;A;A;De 10h à 16h;885
POISSY;87386573;Dimanche;2014;2014-05-18;A;A;Après 20h;404
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-16;B;B;De 16h à 20h;1345
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;5673
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Dimanche;2019;2019-03-24;B;B;De 16h à 20h;437
AULNAY SOUS BOIS;87271411;Samedi;2019;2019-03-16;B;B;Avant 6h;513
LE BOURGET;87271395;JOB;2019;2019-03-21;B;B;De 10h à 16h;1597
MITRY CLAYE;87271528;JOB;2019;2019-03-28;B;B;De 10h à 16h;1223
PARC DES EXPOSITIONS;87271486;JOB;2019;2019-03-28;B;B;Avant 6h;21
PARIS NORD;87271031;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;28844
SEVRAN BEAUDOTTES;87271445;Dimanche;2019;2019-03-24;B;B;Après 20h;767
SEVRAN BEAUDOTTES;87271445;Dimanche;2019;2019-03-24;B;B;De 16h à 20h;194
SEVRAN BEAUDOTTES;87271445;JOB;2019;2019-03-28;B;B;De 10h à 16h;3278
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-28;B;B;Après 20h;287
ABLON;87545269;Samedi;2017;2017-04-22;C;C;De 6h à 10h;278
ATHIS MONS;87545251;Dimanche;2017;2017-04-23;C;C;Avant 6h;3
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;JOB;2017;2017-04-25;C;C;De 6h à 10h;8737
BRIGEOLLET;87111111;JOB;2017;2017-04-25;C;C;De 16h à 20h;5
CERNAY;87276063;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;282
CHANVAL;87661111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3
CHATEAU D'EAU;87331111;JOB;2017;2017-04-25;C;C;De 16h à 20h;4
CHAVILLE VELIZY;87393173;Samedi;2017;2017-04-22;C;C;De 10h à 16h;731
CHEMIN D'ANTONY;87546317;Samedi;2017;2017-04-22;C;C;Avant 6h;4
DOURDAN;87545525;Samedi;2017;2017-04-22;C;C;De 6h à 10h;142
EPINAY SUR SEINE;87271148;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;662
EPINAY SUR SEINE;87271148;Samedi;2017;2017-04-22;C;C;Après 20h;239
ERMONT EAUBONNE;87276055;Samedi;2017;2017-04-22;C;C;Avant 6h;26
ETAMPES;87545137;JOB;2017;2017-04-25;C;C;De 6h à 10h;1973
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;Après 20h;0
GENNEVILLIERS;87271205;Samedi;2017;2017-04-22;C;C;De 16h à 20h;555
IGNY;87393561;JOB;2017;2017-04-25;C;C;Avant 6h;24
INVALIDES;87393033;Samedi;2017;2017-04-22;C;C;De 16h à 20h;4525
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;Avant 6h;30
JUVISY;87545244;JOB;2017;2017-04-25;C;C;De 16h à 20h;10122
JUVISY;87545244;Samedi;2017;2017-04-22;C;C;De 6h à 10h;3704
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;JOB;2017;2017-04-25;C;C;De 10h à 16h;166
LES SAULES;87546226;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;202
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;Après 20h;19
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;79
MAROLLES EN HUREPOIX;87545186;JOB;2017;2017-04-25;C;C;Après 20h;26
MASSY PALAISEAU;87393579;Samedi;2017;2017-04-22;C;C;Avant 6h;26
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;527
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1362
MONNERVILLE CENTRE;87332940;JOB;2017;2017-04-25;C;C;Après 20h;0
MUSEE D'ORSAY;87547307;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;1685
PEREIRE LEVALLOIS;87381012;JOB;2017;2017-04-25;C;C;De 16h à 20h;4029
PLACE LOULOU GASTE;87112222;JOB;2017;2017-04-25;C;C;De 16h à 20h;14
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Samedi;2017;2017-04-22;C;C;De 6h à 10h;235
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;Avant 6h;2
SAINT-MICHEL SUR ORGE;87545202;JOB;2017;2017-04-25;C;C;De 10h à 16h;1222
SAINT-MICHEL SUR ORGE;87545202;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1340
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;185
SAINT-OUEN;87271247;JOB;2017;2017-04-25;C;C;De 16h à 20h;4763
SAINT-QUENTIN EN YVELINES;87393843;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;563
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;De 10h à 16h;1132
SERMAISE;87545517;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;34
VERSAILLES CHANTIERS;87393009;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;852
VILLENEUVE LE ROI;87545277;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;423
VIROFLAY RIVE GAUCHE;87393215;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;907
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;De 6h à 10h;2196
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;De 16h à 20h;2045
BALLANCOURT;87681437;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;131
BALLANCOURT;87681437;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;49
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;Après 20h;3
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;23
BOUSSY SAINT-ANTOINE;87682138;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1379
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 16h à 20h;44
CHATELET LES HALLES;87758607;JOB;2019;2019-03-26;D;D;Après 20h;5875
CHATELET LES HALLES;87758607;Samedi;2019;2019-03-23;D;D;De 16h à 20h;17153
CORBEIL ESSONNES;87681007;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1232
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;De 16h à 20h;2875
CREIL;87276006;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;122
CRETEIL POMPADOUR;87608802;Samedi;2019;2019-03-23;D;D;Avant 6h;158
ESSONNES ROBINSON;87681601;Dimanche;2019;2019-03-24;D;D;Après 20h;14
ESSONNES ROBINSON;87681601;JOB;2019;2019-03-26;D;D;Après 20h;16
GARGES SARCELLES;87276196;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;9021
GRIGNY CENTRE;87681379;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1265
JUVISY;87545244;JOB;2019;2019-03-26;D;D;De 16h à 20h;14804
LA BORNE BLANCHE;87276287;Samedi;2019;2019-03-23;D;D;De 6h à 10h;34
LE PLESSIS CHENET;87681627;Samedi;2019;2019-03-23;D;D;De 16h à 20h;11
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;386
LIEUSAINT MOISSY;87682153;Samedi;2019;2019-03-23;D;D;Avant 6h;102
LOUVRES;87276253;Dimanche;2019;2019-03-24;D;D;Avant 6h;21
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;De 10h à 16h;7000
MAISSE;87681486;Dimanche;2019;2019-03-24;D;D;Après 20h;8
MALESHERBES;87684415;JOB;2019;2019-03-26;D;D;De 10h à 16h;98
MELUN;87682005;Dimanche;2019;2019-03-24;D;D;Avant 6h;97
MONTGERON CROSNE;87682104;Samedi;2019;2019-03-23;D;D;Après 20h;227
